State,City,Category,Alcohol,Hotel Name,Address,Total Rooms
Kerala,Kozhikode,3 Star,Without Alcohol,Theertha International,"payyoli,Kozhikode Dist,Kerala",15
Kerala,Kunnamkulam,3 Star,Without Alcohol,R C Park,Opp.Town hall Herbert Road Kunnamkulam,10
Kerala,Kunnamkulam,3 Star,Without Alcohol,victory inn park residency,"Calicut Road, Parempadam, Kunnamkulam Thrissur",10
Kerala,Malappuram,3 Star,Without Alcohol,Hotel Mahendrapuri,"Kavungal,Malappuram-Post,Malappuram-District",12
Kerala,Malappuram,3 Star,Without Alcohol,HOTEL PICNIC (A UNIT OF KOCHIKUNNEL WINES),"A UNIT OF KOCHIKUNNEL WINES, COURT ROAD, MANJERI.P.O, MALAPPURAM DISTRICT- 676121",10
Kerala,Malappuram,3 Star,Without Alcohol,Hotel Samrat and Tourist Home,"Ooty Road, Edakkara, Malappuram -Districr, Kerala-State",10
Kerala,Malappuram,3 Star,Without Alcohol,Hotel Souparnika Inn (A unit of Hotel Souparnika Inn Pvt.Ltd.),"Kozhikkode Road, Punnathala P O, Puthanathani, Malapuram Malappuram",12
Kerala,Malappuram,3 Star,Without Alcohol,HOTEL SWAGATH,"CALICUT ROAD,VALANCHERY,MALAPURAM DISTRICT",10
Kerala,Malappuram,3 Star,Without Alcohol,ROSE RESIDENCY,"MANNARKKAD ROAD, PERINTHALMANNA, MALAPPURAM DISTRICT-679322",13
Kerala,Mavelikkara,3 Star,Without Alcohol,HOTEL SIXER,"Thattarambalam, Mavelikara road, Mavelikara, Alappuzha,",10
Kerala,Mavelikkara,3 Star,Without Alcohol,HOTEL TRAVANCORE REGENCY,"NORTH MITCHEL JUNCTION, MAVELIKKARA,ALAPPUZHA",11
Kerala,Munnar,3 Star,Without Alcohol,Hotel Princess De Munnar,"Chithirapuram (Post), Anachal,Munnar.",10
Kerala,Munnar,3 Star,Without Alcohol,ISSACS RESIDENCY,"Top Station Road, Munnar, ",32
Kerala,Muvattupuzha,3 Star,Without Alcohol,Janatha Tourist Home,Kavitha Road Kacherithazham Muvattupuzha Ernakulam Muvattupuzha,10
Kerala,Muvattupuzha,3 Star,Without Alcohol,NEELAMBARI SUITES,"VILLANCHIRA,THALAKODE P.O ,NERIAYAMANGALAM,KOTHAMANGALAM,ERNAKULAM DIST.",22
Kerala,Muvattupuzha,3 Star,Without Alcohol,"The Krishna Regency,Muvattupuzha ","The Krishna Regency, Near Private Bus Stand Thodupuzha Road, Muvattupuzha - 686661",11
Kerala,Ottappalam,3 Star,Without Alcohol,KOTTARAMHOTELS PVT LTD,"A.K.G.ROAD,OTTAPALAM Ottappalam",19
Kerala,Palai,3 Star,Without Alcohol,Hotel Maharani,"Michael Joseph And Co., Main Road , Pala P.O, Kottayam",12
Kerala,Palai,3 Star,Without Alcohol,Hotel Zodiac,"Uzhavoor, Kottayam Dist.",11
Kerala,Palakkad,3 Star,Without Alcohol,DEEPA RESTAURANT AND TOURIST HOME,"DEEPA RESTAURANT AND TOURIST HOME, PATTAMBI ROAD, CHERUPULACHERY, PALAKAD DIST., KERALA 679503",11
Kerala,Palakkad,3 Star,Without Alcohol,GAYATHRI INN,"KALLADIKKODE.P.O, PALAKKAD DISTRICT",11
Kerala,Palakkad,3 Star,Without Alcohol,HOTEL CHANAKYA,"CHANDRA NAGAR, PALAKKAD",11
Kerala,Palakkad,3 Star,Without Alcohol,HOTEL DIANA (THE SOUTH MALABAR TRADING COMPANY),"VADAKKENCHERRY POST, PALAKKAD DISTRICT,",11
Kerala,Palakkad,3 Star,Without Alcohol,HOTEL GAYATHRI INTERNATIONAL,"THRIPPALUR, ERIMAYUR.P.O, PALAKKAD DISTRICT Palakkad",13
Kerala,Palakkad,3 Star,Without Alcohol,HOTEL GAYATHRI REGENCY,"KADAMPAZHIPURAM.P.O, PALAKKAD DISTRICT, KERALA STATE",13
Kerala,Palakkad,3 Star,Without Alcohol,Hotel Govardhana,"3-413, Rock Garden Road, Malampuzha Dam Post, Malampuzha , Palakkad (Dist)",12
Kerala,Palakkad,3 Star,Without Alcohol,HOTEL KAIRALI,"(A UNIT OF RAJENDRAN AND ASSOCIATE), NEAR KSRTC BUS STAND, SHORANUR ROAD, PALAKKAD DISTRICT",14
Kerala,Palakkad,3 Star,Without Alcohol,HOTEL KAIRALI TOWERS,"NEAR INDIRA GANDHI STADIUM,COIMBATORE ROAD, Palakkad",12
Kerala,Palakkad,3 Star,Without Alcohol,HOTEL MAPS RESIDENCY,"M.G. ROAD, OPP. DYSP OFFICE, SHORANUR, PALAKKAD DISTRICT",14
Kerala,Palakkad,3 Star,Without Alcohol,Hotel Rajadhani,"R S Road, Pattambi, Palakkad (Dist)",12
Kerala,Palakkad,3 Star,Without Alcohol,JYOTHIS REGENCY (A unit of Moochikunnans Hotel Pvt. Ltd.),"No.9-421 to 448,KANNAMBRA GRAMA PANCHAYATH,NH 47,KARAYANGAD,VADAKKENCHERY PO,PALAKKAD, Palakkad Palakkad",20
Kerala,Palakkad,3 Star,Without Alcohol,KALYAN TOURIST HOME,"G. B. ROAD, ERUMAKKARA STREET, PALAKKAD",15
Kerala,Palakkad,3 Star,Without Alcohol,Sree Narayana Hotel,Ambalapara,11
Kerala,Palakkad,3 Star,Without Alcohol,The Gold Hotel,"Padalodumedu , Near Venkateswara Petrol Pump,Kuzhalmannam (Post), Palakkad.",10
Kerala,Paravoor,3 Star,Without Alcohol,Hotel Grand Muziris,"Opp. Civil Station, N. Paravoor",11
Kerala,Paravoor,3 Star,Without Alcohol,JAYA TOURIST HOME,"JAYA TOURIST HOME, OPP.PWD GUEST HOUSE, N.PARAVOOR, ERNAKULAM DISTRICT, KERALA",10
Kerala,Pathanamthitta,3 Star,Without Alcohol,Hotel Amala,"Opp. KSRTC Bus Station, Pathanamthitta",10
Kerala,Pathanamthitta,3 Star,Without Alcohol,Hotel Heyday Inn,"Aban Junction, Pathanamthitta P O, Pathanamthitta ",10
Kerala,Pathanamthitta,3 Star,Without Alcohol,HOTEL SEA BLUE,"OPP.,PRIVATE BUS STAND,MALLAPPALLY P.O.,MALLAPPALLY,PATHANAMTHITTA",10
Kerala,Pathanamthitta,3 Star,Without Alcohol,HOTEL SURYA AND GIRIRANI TOURIST HOME,"Opp.K.S.R.T.C Bus Stand , Main Road Konni,Pathanamthitta Dist Pathanamthitta",10
Kerala,Pathanamthitta,3 Star,Without Alcohol,KUTTIES RESIDENCY,"Market Junction ,Konni,Pathanamthitta",11
Kerala,Pathanamthitta,3 Star,Without Alcohol,Shines Tourist Hotel,"P.B.No.5,Pandalam,Pathanamthitta Dist.",12
Kerala,Pattambi,3 Star,Without Alcohol,NAKSHATRA REGENCY,"3,284, PATTAMBI MAIN ROAD, KOPPAM, PALAKKAD, PIN â€“ 679 307",12
Kerala,Payyanur,3 Star,Without Alcohol,HOTEL ARCHANA AND DWARAKA TOURIST HOME,"Main Road, Payyannur, Kannur ",22
Kerala,Payyanur,3 Star,Without Alcohol,K B C GREEN PARK HOTEL,"EDAT,PAYYANUR,KANNUR DIST, KERALA STATE",22
Kerala,Perumbavoor,3 Star,Without Alcohol,EAGLE TOURIST HOME,"M.C. Road, Perumbavoor P.O., Ernakulam",10
Kerala,Perumbavoor,3 Star,Without Alcohol,EMBASSERY RESIDENCY,"KURUPPAMPADY P.O. ERNAKULAM DISTRICT,KERALA STATE",11
Kerala,Perumbavoor,3 Star,Without Alcohol,HOTEL ANJALY INTERNATIONAL,"HOTEL ANJALY INTERNATIONAL, OUSHADHI JN., M.C. ROAD, PERUMBAVOOR",10
Kerala,Perumbavoor,3 Star,Without Alcohol,Manna Tourist Home,"A.M.Road ,Perumbavoor",10
Kerala,Perumbavoor,3 Star,Without Alcohol,RITZ INTERNATIONAL,"A M ROAD, PERUMBAVOOR",11
Kerala,Ponnani,3 Star,Without Alcohol,HOTEL SAAYOOJ,"THRISSUR ROAD, SUKAPURAM PO,EDAPPAL,MALAPURAM DIST. Ponnani",10
Kerala,Punalur,3 Star,Without Alcohol,NARENDRA REGENCY,"GOVT. HOSPITAL ROAD, PUNALUR, KOLLAM",11
Kerala,Quilandy,3 Star,Without Alcohol,Park Residency,"Koyilandy P.O, Kozhikode District",15
Kerala,Shoranur,3 Star,Without Alcohol,Apsara Tourist Home,Opposite to Railway station Shoranur Shoranur,10
Kerala,Sultan Bathery,3 Star,Without Alcohol,HOTEL THE RESORT,"Gandhi junction,Rahim memorial Road,Sulthan bathery,Wayanad Dist, Kerala",10
Kerala,Taliparamba,3 Star,Without Alcohol,HOTEL CHEMBARATHY GARDEN,"7th MILE,KUTTIKKOL PO,TALIPARAMBA VILLAGE,TALIPARAMBA TALUK,KANNUR DISTRICT,",17
Kerala,Thalikkulam,3 Star,Without Alcohol,Central Residency ( Unit of Vynika Hotels Private Limited),"VIII - 495 F, NH-66, Thalikkulam. Post, Thalikkulam Thalikkulam",10
Kerala,Thekkady,3 Star,Without Alcohol,HOLIDAY VISTA (M.S.C Hotels and Resorts Pvt Ltd ),"K.K Road ,Kumuly, Thekkady 685 509,Idukki District",52
Kerala,Thiruvalla,3 Star,Without Alcohol,Hotel Ashok International,"T.K.Road, Thiruvalla, Pathanamthitta",10
Kerala,Thiruvalla,3 Star,Without Alcohol,Hotel Bessota International,"Near YMCA, Tiruvalla, Pathanamthitta, Kerala",20
Kerala,Thiruvananthapuram,3 Star,Without Alcohol,Amala's Residency,"Central Theatre Road,Powerhouse Road,Opposite Railway 2nd Entry,Pazhavangadi,Thiruvananthapuram.",16
Kerala,Thiruvananthapuram,3 Star,Without Alcohol,HOTEL ASLIYYA GRANDE,"NAVAIKULAM, TRIVANDRUM-695603",20
Kerala,Thiruvananthapuram,3 Star,Without Alcohol,HOTEL CITY PALACE,"ARAYALLOOR , THIRUMALA PO , TRIVANDRUM Thiruvananthapuram",10
Kerala,Thiruvananthapuram,3 Star,Without Alcohol,Hotel Flamingo Inn(a unit of flamingo Inn Pvt Ltd),"Opp. Infosys Campus, Technopark, By-pass Medanada Kulathoor .p.o Trivandrum",41
Kerala,Thiruvananthapuram,3 Star,Without Alcohol,HOTEL HIGHNESS INN,"PERUMTHANNI, EANCHACKAL, TRIVANDRUM",11
Kerala,Thiruvananthapuram,3 Star,Without Alcohol,HOTEL INDRAPRASTHA,"HOTEL INDRAPRASTHA, MAITHANAM, VARKALA PO, THIRUVANANTHAPURAM 695141",10
Kerala,Thiruvananthapuram,3 Star,Without Alcohol,HOTEL INDRAPRASTHA,"ATTAKULANGARA P.O.,THIRUVANANTHAPURAM",15
Kerala,Thiruvananthapuram,3 Star,Without Alcohol,Hotel Indrapuri,"TC 26-689-(1&2), Vanross Junction, Trivandrum Thiruvananthapuram Thiruvananthapuram ",10
Kerala,Thiruvananthapuram,3 Star,Without Alcohol,HOTEL PADMA,"CONVENT ROAD, VANCHIYOOR, TRIVANDRUM",10
Kerala,Thiruvananthapuram,3 Star,Without Alcohol,HOTEL PRASANTH ,"HOTEL PRASANTH ( A unit of PRASAD HOTELS PRIVATE LIMITED) TC 11 726, P.M.G Junction, Thiruvananthapuram, 695033, Kerala State",51
Kerala,Thiruvananthapuram,3 Star,Without Alcohol,HOTEL PRASANTHI,"HOTEL PRASANTHI, PARASSALA PO, NEYYATTINKARA, THIRUVANANTHAPURAM, KERALA ",15
Kerala,Thiruvananthapuram,3 Star,Without Alcohol,Hotel Rajadhani,"Hotel Rajadhani, Rajadhani Buildings, East Fort, Thiruvananthapuram - 695 023",17
Kerala,Thiruvananthapuram,3 Star,Without Alcohol,Hotel Safari,"Near KURTC Bus stand,M.C. Road,Venjaramood Thiruvananthapuram",19
Kerala,Thiruvananthapuram,3 Star,Without Alcohol,Leela Backwaters Inn,"Bridge Road, Poovar, Thiruvanthapuram ,Kerala ,India Thiruvananthapuram",15
Kerala,Thiruvananthapuram,3 Star,Without Alcohol,PADMASREE TOURIST HOME,"Chirayinkeezhu,Thiruvananthapuram",11
Kerala,Thiruvananthapuram,3 Star,Without Alcohol,Pattom Royal Hotel,"TC 3 2778-1, Pattom - Plamoodu Reach, Pattom Road",45
Kerala,Thiruvananthapuram,3 Star,Without Alcohol,RACO REGENCY,"MURINJAPALAM, MEDICAL COLLEGE, THIRUVANATHAPURAM",12
Kerala,Thiruvananthapuram,3 Star,Without Alcohol,RUBY ARENA,"Kumarapuram Road, Medical Collage P O, Thiruvananthapuram Dist , Kerala State, Pin-695011",40
Kerala,Thiruvananthapuram,3 Star,Without Alcohol,The Grand Residency ,"Nellimoodu P O, Thiruvananthapuram ",16
Kerala,Thiruvananthapuram,3 Star,Without Alcohol,THE TRAVANCORE HERITAGE (A Unit of Joys The Beach Resort P. Ltd.),"Balaramapuram, Near kovalam, Chowara P.O - 695501 Thiruvananthapuram, Kerala, India, ",84
Kerala,Thodupuzha,3 Star,Without Alcohol,GEMINY TOURIST HOME,"Manakkad Jn, Thodupuzha PO Idukki Dist,",17
Kerala,Thodupuzha,3 Star,Without Alcohol,Hotel Vrindavan,"Vannappuram P O, Thodupuzha, Idukki Dist",11
Kerala,Thodupuzha,3 Star,Without Alcohol,Hotel Xavier's Avenue Pvt. Ltd.,"Paingotoor, Munnar Road, Kothamangalam, Ernakulam dist Thodupuzha",20
Kerala,Thodupuzha,3 Star,Without Alcohol,Tee Cee Restaurant,"Thodupuzha Muvattupuzha Road, Thodupuzha",11
Kerala,Thripunithura,3 Star,Without Alcohol,Kottavathil Restaurant ,"Near Statue Jn. Tripunithura, Ernakulam",10
Kerala,Thrissur,3 Star,Without Alcohol,ASHOKA INN,"SAKTHAN THAMPURAN NAGAR,T.B.ROAD,THRISSUR",34
Kerala,Thrissur,3 Star,Without Alcohol,ASHOKA RESIDENCY,"IRINJALAKUDA ROAD, P.O.KATTOOR, THRISSUR, KERALA.",11
Kerala,Thrissur,3 Star,Without Alcohol,Central Hotel Agencies,"Museum Road, Chembukavu, Thrissur.",10
Kerala,Thrissur,3 Star,Without Alcohol,CHERAKULAM TOURIST HOME,"TANA,IRINJALAKUDA,THRISSUR DT.",10
Kerala,Thrissur,3 Star,Without Alcohol,DAYA REGENCY,DAYA REGENCY MANNUTHY ROAD PARAVATTANI THRISSUR - 680005 ,10
Kerala,Thrissur,3 Star,Without Alcohol,Deliza Residency,Vazhani Road Wadakanchery-Post Thrissur-Ditrict,20
Kerala,Thrissur,3 Star,Without Alcohol,"Devasura Inn, A Unit of Devasura Inn Private Limited","KUNNATHUR, PUNNAYOORKULAM.P.O, THRISSUR Thrissur",11
Kerala,Thrissur,3 Star,Without Alcohol,Fort Gate Hotels and Resorts (A unit of Fort Gate Hotels and Resorts Private Limited),"KOTTAPPADY, GURUVAYOOR, THRISSUR Thrissur Thrissur",18
Kerala,Thrissur,3 Star,Without Alcohol,GOLDEN BAR,"GOLDEN BAR,KODAKARA.THRISSUR [DIST] KERALA-680684 ",10
Kerala,Thrissur,3 Star,Without Alcohol,HAMARA HOTELS,"A UNIT OF HAMARA HOTELS PRIVATE LIMITED, NADATHARA.P.O, NH 47 BY PASS, THRISSUR DISTRICT",20
Kerala,Thrissur,3 Star,Without Alcohol,HIGHWAY PALACE INN,"PATTIKKAD,THRISSUR, DISTRICT,KERALA",20
Kerala,Thrissur,3 Star,Without Alcohol,HOLIDAY PARK,"PUDUKKAD JUNCTION, THRISSUR DISTRICT, KERALA STATE",13
Kerala,Thrissur,3 Star,Without Alcohol,HOTEL APSARA,"MAIN ROAD, CHALAKUDY, THRISSUR",10
Kerala,Thrissur,3 Star,Without Alcohol,Hotel Ayodhya Regency ,"Hotel Ayodhya Regency ,Triprayar, Thrissur Dist ",10
Kerala,Thrissur,3 Star,Without Alcohol,Hotel Clay House,"Muringoor.P.O, Chalakudy",25
Kerala,Thrissur,3 Star,Without Alcohol,Hotel Dreamland,"Triprayar, Nattika P.O.",19
Kerala,Thrissur,3 Star,Without Alcohol,HOTEL HILL TOP,"134, HOTEL HILL TOP, P.O VELUTHUR, KUNNATHANGADI, THRISSUR",11
Kerala,Thrissur,3 Star,Without Alcohol,Hotel Kottaram Residency,"Opp.Apollo Tyres, Perambra Thrissur",17
Kerala,Thrissur,3 Star,Without Alcohol,HOTEL MOON AND SHOPPING COMPLEX ,"PAVARATTY P.O ,THRISSUR , Thrissur",10
Kerala,Thrissur,3 Star,Without Alcohol,HOTEL NEW CASTLE,"OTTUPARA, WADAKKANCHERRY.P.O, THRISSUR DISTRICT Thrissur",10
Kerala,Thrissur,3 Star,Without Alcohol,HOTEL OAK TREE ,"A UNIT OF MOSA & SONS TOWER INN PRIVATE LIMITED, THIRUVILWAMALA.P.O, THRISSUR DISTRICT",14
Kerala,Thrissur,3 Star,Without Alcohol,Hotel Park Residency,"Koorkkanchery P O, Thrissur",12
Kerala,Thrissur,3 Star,Without Alcohol,HOTEL PENINSULA,"Trichur Tourist Complex Pvt.Ltd, M G Road, Thrissur,Kerala.",12
Kerala,Thrissur,3 Star,Without Alcohol,Hotel Salkara,Chavakkad Chettuva road Thrissur,10
Kerala,Thrissur,3 Star,Without Alcohol,HOTEL SEVEN SEAS,"RAMAKRISHNA IYYER ROAD,IRINJALAKUDA,THRISSUR DISTRICT",11
Kerala,Thrissur,3 Star,Without Alcohol,Hotel Simla,"P.O.Kanjany , Thrisssur Dist",10
Kerala,Thrissur,3 Star,Without Alcohol,HOTEL SREE GOKULAM RESIDENCY (A UNIT OF SREE GOKULAM HOTELS INDIA PVT.LTD),"AMBALLUR P.O.,PUDUKKAD,THRICHUR",20
Kerala,Thrissur,3 Star,Without Alcohol,HOTEL WAYLORD,"A Unit of Hotel Waylord Private Limited, Thiroor.P.O, Thrissur District, Kerala State, Pin: 680581 ",10
Kerala,Thrissur,3 Star,Without Alcohol,Hotel Zodiac,"Koratty, Thrissur Dist.",10
Kerala,Thrissur,3 Star,Without Alcohol,Keli Residency ( A Unit of Keli Hotels Private Limited),"Gramala.P.O, Mulagunnathukavu, Athani, Thrissur District Thrissur",19
Kerala,Thrissur,3 Star,Without Alcohol,Kovilakam Inn (A unit of Kovilakam Inn India Private Limited),"KAIPARAMBU.P.O, Thrissur",13
Kerala,Thrissur,3 Star,Without Alcohol,LUMBINI SUPREME,"TC 30-383-2, R S ROAD, OLLUR P O , THRISSUR",10
Kerala,Thrissur,3 Star,Without Alcohol,M.R.TOURIST HOME,"VELLANGALLUR, P.O. THRISSUR",10
Kerala,Thrissur,3 Star,Without Alcohol,MAY FAIR HOTELS,"PUDUKAD, THRISSUR DIST.",10
Kerala,Thrissur,3 Star,Without Alcohol,Mayura Inn,Mannuthy Bypass Jn.Mannuthy PO Thrissur Kerala 680651,18
Kerala,Thrissur,3 Star,Without Alcohol,Peringottukara Palace,"Kizhakkumury P O, Peringottukara, Thrissur",14
Kerala,Thrissur,3 Star,Without Alcohol,"Polakulath Tourist Home,Kodugallor","North Nada, Kodugallor, Thrissur",10
Kerala,Thrissur,3 Star,Without Alcohol,POORAM RESIDENCY HOTEL INDIA PRIVATE LIMITED,"P.O.KODANNUR, THRISSUR DISTRICT",13
Kerala,Thrissur,3 Star,Without Alcohol,Rose Residency,"Madayikonam p.o, Mapranam, Trissur",10
Kerala,Thrissur,3 Star,Without Alcohol,Solar Hotels (A unit of Solar Hotels Pvt Ltd.),Pavaratty P.O Thrissur Thrissur,10
Kerala,Thrissur,3 Star,Without Alcohol,THE NADUMURI INN,"ANNAMANDA, P.O.THRISSUR,DIST,KERALA STATE",11
Kerala,Thrissur,3 Star,Without Alcohol,VICTORY INTERNATIONAL,BYJU ROAD KUNNANKULAM Thrissur,10
Kerala,Tirur,3 Star,Without Alcohol,HOTEL DEEPA RESTAURANT,"DEEPA HOTEL AND RESTAURANT, TOWN HALL ROAD , TIRUR, MALAPPURAM Tirur Tirur Tirur",12
Kerala,Tirur,3 Star,Without Alcohol,Hotel Salkara,"Manjadi,Tirur Road, Kuttippuram PO, Pin 679571, Tirur Taluk, Malappuram Dist., Kerala.",11
Kerala,Valancherry,3 Star,Without Alcohol,SWAGATH INN,"PATTAMBI ROAD, VALANCHERY ",12
Kerala,Varkala,3 Star,Without Alcohol,Hindustan Beach Retreat,"Papanasam Beach, Janardhanapuram PO,",27
Kerala,Varkala,3 Star,Without Alcohol,hotel varkala park international,"Station Road Varkala , Thiruvananthapuram-695141",16
Kerala,Wayanad,3 Star,Without Alcohol,HOTEL SAUGANDHIKA WEST GATE,"Kolagapara P O, Meenangadi , Wayanad District",12
Kerala,Wayanad,3 Star,Without Alcohol,Hotel Manasasaras,"Thalassery Road, Mananthavady, Wayand - 670 645",13
Kerala,Wayanad,3 Star,Without Alcohol,HOTEL MAYO,"MENNANGADI,WAYANAD DISTRICT",12
Kerala,Wayanad,3 Star,Without Alcohol,HOTEL VANARANI,"MEENANGADI, WAYANAD",10
Kerala,Wayanad,3 Star,Without Alcohol,STERLING HOLIDAY RESORTS LTD,"STERLING HOLIDAY RESORTS LTD, VALLU VADI POST, VALLUVADI VILLAGE, SULTHAN BATHERRY, WAYANAD DISTRICT.",61
Madhya Pradesh,Avarghani,3 Star,Without Alcohol,PENCH JUNGLE CAMP,"PENCH NATIONAL PARK, VILLAGE AVARGHANI, TEH. KURAI,",31
Madhya Pradesh,Bhopal,3 Star,Without Alcohol,HOTEL AMER PALACE,"209 ZONE 1, MP NAGAR",55
Madhya Pradesh,Bhopal,3 Star,Without Alcohol,Hotel Amer Palace,"209, Zone-1, MP Naagr, Bhopal",55
Madhya Pradesh,Tikamgarh,3 Star,Without Alcohol,Silver Estate Resort,"6 Mile Stone, Jhansi Road, Phadikhurd, Tikamgarh",50
Maharashtra,Ahmednagar,3 Star,Without Alcohol,Hotel Yash Grand ,"Near Kinetic Chowk, Nagar-Pune Road, Ahmednagar. ",27
Maharashtra,Amravati,3 Star,Without Alcohol,THE GRAND MEHFIL,"NAZUL PLOT NO. 11-2, SHEET NO. 31,BEHIND DAYA SAGAR HOSPITAL, GIRLS HIGH SCHOOL SQUARE,CAMP ROAD,",79
Maharashtra,Andheri (East),3 Star,Without Alcohol,Hotel Om Tunga Vihar,"Plot No. B 11, MIDC Central Road, Andheri (East).",20
Maharashtra,Andheri (East),3 Star,Without Alcohol,The Regale by Tunga(A unit of Hotel Tunga Regale (India) Pvt. Ltd.),"PLOT NO. 31, PHASE II, MIDC, CENTRAL ROAD, ANDHERI EAST, MUMBAI 400 093 Andheri (East)",49
Maharashtra,Aurangabad,3 Star,Without Alcohol,LEMON TREE HOTEL AURANGABAD,"R-7 2, AIRPORT ROAD, CHIKALTHANA, AURANGABAD",102
Maharashtra,Lonavala,3 Star,Without Alcohol,The Fern (A Unit of Agarwal Hospitality Pvt. Ltd.),S. No. 84 - 1 to 4 off Mumbai pune expressway near Lonavala expressway exit Valavan Maval Lonavala Pune,80
Maharashtra,Mulshi,3 Star,Without Alcohol,Atmantan Resort Wellness Health Centre ,"Village Palse, Mulshi, Pune ",108
Maharashtra,Mumbai,3 Star,Without Alcohol,Citizen Hotel (A UNIT OF CITIZEN HOTELS PVT. LTD.),"960, JUHU TARA ROAD, JUHU BEACH Mumbai",43
Maharashtra,Mumbai,3 Star,Without Alcohol,HOTEL SUNCITY RESIDENCY,16TH ROAD MIDC MAROL ANDHERI EAST MUMBAI 400093,35
Maharashtra,MUMBAI,3 Star,Without Alcohol,Hotel Tunga Paradise,"Plot No. 16, MIDC Central Road, Andheri (East), Mumbai, Maharashtra. City : Mumbai MUMBAI MUMBAI",40
Maharashtra,Mumbai,3 Star,Without Alcohol,KEYS HOTEL NESTOR ,"382 SWAROOP ENCLAVE, MAKHWANA ROAD , OFF MILITARY ROAD , OPP ECO PARK BUILD., MAROL, ANDHERI EAST , MUMBAI -400059. Mumbai",100
Maharashtra,Mumbai,3 Star,Without Alcohol,"Kohinoor Elite, A Unit of Kohinoor Elite Hotels Pvt Ltd. ","Kohinoor City, Kirol Road, Near American School of Bombay, Off LBS Marg, Kurla (West). Mumbai",100
Maharashtra,Mumbai,3 Star,Without Alcohol,Peninsula Redpine Hotel (A Unit of The Competent Hotel Private Limited,"CTS 1355, Andheri-Kurla Road, Marol, Mumbai Mumbai",29
Maharashtra,Mumbai,3 Star,Without Alcohol,Sea Palace Hotel,"P.J Ramchandani Marg, Apollo Bunder, Colaba, Mumbai-400001",47
Maharashtra,Mumbai,3 Star,Without Alcohol,Soho House Mumbai,"Plot no. 16, Juhu Tara Road, Santa Cruz (W), Mumbai Mumbai Mumbai",36
Maharashtra,Mumbai,3 Star,Without Alcohol,THE MIRADOR,"131-B, NEW LINK ROAD, CHAKALA, ANDHERI (EAST), MUMBAI - 400099",106
Maharashtra,Nagpur,3 Star,Without Alcohol,Hotel Naivedhyam North Star,"28 A, Jagdamba Niwas, Near Koradi, Nagpur - 441111",38
Maharashtra,Nagpur,3 Star,Without Alcohol,Tadoba Vanya Villas Resort and Spa (a unit of Royale Blue Resorts India Private Limited),"Khasra No.41,144,152,154,155 & 402.AT MOUZA CHETI, TEHSIL CHIMUR, DIST. CHANDRAPUR, NEAR TADOBA ANDHERI TIGER RESERVE, MAHARASHTRA Nagpur",36
Maharashtra,Nashik,3 Star,Without Alcohol,Hotel Grand Rio (A Unit of CMP Hospitality) ,"S. NO- 881-2-PLOT NO -3, RAJIV NAGAR, CHADDA CHOWK, OFF MUMBAI AGRA ROAD Nashik",45
Maharashtra,Navi Mumbai,3 Star,Without Alcohol,HOTEL HIGHWAY VIEW,"PLOT NO.3, SECTOR-24. OPP. SANPADA RAILWAY STATION, MUMBAI PUNE HIGHWAY, NAVI MUMBAI",20
Maharashtra,Navi Mumbai,3 Star,Without Alcohol,Hotel Supreme Heritage,"Plot No. L-2, Sector -19, Vashi , Navi Mumbai- 400703",61
Maharashtra,Palghar,3 Star,Without Alcohol,ANCHAVIYO RESORTS,BHARAT AGRI FERT AND REALITY LTD SURVEY NO 155 7 8 9 10 VILLAGE KHARIVALI TALUKA WADA DIST MAHARASHTRA,16
Maharashtra,Pune,3 Star,Without Alcohol,Ginger Pune-Wakad,Ginger Hotel Kala Khdak Near Indira College Wakad naka Wakad,127
Maharashtra,Pune,3 Star,Without Alcohol,IBIS HOTEL - PUNE (UNIT OF INTERGLOBE HOTELS PRIVATE LIMITED),"Survey No: 32, Viman Nagar, Nagar Road, Pune, Maharashtra - 411014, India",160
Maharashtra,Thane,3 Star,Without Alcohol,GCC HOTEL AND CLUB,"GCC HOTELS PVT. LTD., 92-1, OFF. MIRA BHAYANDER ROAD, MIRA ROAD EAST, THANE.",106
Maharashtra,Thane,3 Star,Without Alcohol,GCC Hotels Private Limited,"GCC Hotel and club, S.no. 921, off Mira Bhayander road, near vijay sales, Mira Road East, Thane - 401107",48
Maharashtra,Thane,3 Star,Without Alcohol,Krishna Palace,35-36 MIDC Additional Ambernath East Thane,58
Manipur,Imphal*,3 Star,Without Alcohol,"Elora Hotel, a unit of Chingao Hotel and Resorts Pvt. Ltd.","Ward No. 9, Indo Myanmar Road, Moreh, Chandel District",28
Meghalaya,Shillong*,3 Star,Without Alcohol,HOTEL POINISUK,"LAITUMKHRAH MAIN ROAD, UPLAND ROAD, NONGKYNRIH",30
Odisha,Angul,3 Star,Without Alcohol,ASHIANA HILL VIEW,"ADARSH VIHAR , PANCHA MAHALA , NEAR RTO OFFICE , ANGUL",80
Odisha,Jajpur Road,3 Star,Without Alcohol,Ginger Hotel Kalinganagar,"Ginger Hotel, Opp Tata Steel Gate no 3, Khurunti, Kalinganagar, Odisha, 755026",93
Odisha,Jharsuguda,3 Star,Without Alcohol,THR ORCHARD (Garden Palace Hotels Resorts Pvt Ltd,"Bypass Road, Ekatali, Jharsuguda",50
Odisha,Puri,3 Star,Without Alcohol,"MAYFAIR Waves, Puri","Chakratirtha Road, Puri- 752002, Puri District, Odisha",34
